Date,Temperature,Precipitation,Humidity,Sunshine
2007-01-04 18:00:00,45.73444,0.5,87.5375,0.0
2007-01-04 19:00:00,45.42844,0.4,88.93504,0.0
2007-01-04 20:00:00,45.320442,0.4,89.4889,0.0
2007-01-04 21:00:00,45.46444,0.2,88.6276,0.0
2007-01-04 22:00:00,44.94244,0.3,89.5322,0.0
2007-01-04 23:00:00,44.63644,0.2,86.98416,0.0
2007-01-05 00:00:00,44.834442,0.1,86.50984,0.0
2007-01-05 01:00:00,44.76244,0.0,86.56601,0.0
2007-01-05 02:00:00,44.56444,0.2,87.22412,0.0
2007-01-05 03:00:00,44.402443,0.1,87.15324,0.0
2007-01-05 04:00:00,44.16844,0.0,87.44566,0.0
2007-01-05 05:00:00,43.82644,0.0,87.363914,0.0
2007-01-05 06:00:00,43.790443,0.0,86.2009,0.0
2007-01-05 07:00:00,43.57444,0.0,85.94417,0.0
2007-01-05 08:00:00,43.34044,0.0,85.384155,0.0
2007-01-05 09:00:00,43.376442,0.0,84.6053,0.87845206
2007-01-05 10:00:00,43.98844,0.0,83.81592,0.0
2007-01-05 11:00:00,44.834442,0.0,85.54434,1.8181801
2007-01-05 12:00:00,45.30244,0.1,84.62099,1.8181801
2007-01-05 13:00:00,45.84244,0.1,83.24743,7.878789
2007-01-05 14:00:00,46.22044,0.0,82.23236,4.8484864
2007-01-05 15:00:00,46.23844,0.0,79.28491,3.0303025
2007-01-05 16:00:00,45.95044,0.0,78.75812,1.8181801
2007-01-05 17:00:00,45.73444,0.0,78.73857,10.989901
2007-01-05 18:00:00,45.75244,0.0,79.18597,0.0
2007-01-05 19:00:00,45.57244,0.0,80.12518,0.0
2007-01-05 20:00:00,45.73444,0.0,80.76222,0.0
2007-01-05 21:00:00,45.60844,0.0,82.41585,0.0
2007-01-05 22:00:00,45.51844,0.0,83.750595,0.0
2007-01-05 23:00:00,45.410442,0.0,84.39148,0.0
2007-01-06 00:00:00,45.21244,0.0,83.84603,0.0
2007-01-06 01:00:00,44.618443,0.0,85.40991,0.0
2007-01-06 02:00:00,44.708443,0.0,84.34192,0.0
2007-01-06 03:00:00,44.924442,0.2,83.64843,0.0
2007-01-06 04:00:00,44.97844,0.2,83.888016,0.0
2007-01-06 05:00:00,44.87044,0.2,85.30688,0.0
2007-01-06 06:00:00,45.42844,0.2,85.045876,0.0
2007-01-06 07:00:00,45.60844,0.1,85.475716,0.0
2007-01-06 08:00:00,45.986443,0.0,86.099594,0.0
2007-01-06 09:00:00,46.27444,0.0,85.99791,0.0
2007-01-06 10:00:00,46.616444,0.0,86.139465,0.0
2007-01-06 11:00:00,47.78644,0.0,83.56448,4.8484864
2007-01-06 12:00:00,48.88444,0.0,81.868095,12.121214
2007-01-06 13:00:00,49.820442,0.0,79.761765,20.60606
2007-01-06 14:00:00,49.71244,0.0,80.47341,21.212122
2007-01-06 15:00:00,50.000443,0.0,79.1174,27.272726
2007-01-06 16:00:00,49.98244,0.0,78.78779,16.363636
2007-01-06 17:00:00,49.15444,0.0,80.37154,5.6111097
2007-01-06 18:00:00,49.028442,0.0,80.08264,0.0
2007-01-06 19:00:00,49.71244,0.0,77.67812,0.0
2007-01-06 20:00:00,50.05444,0.0,74.534424,0.0
2007-01-06 21:00:00,51.04444,0.0,70.98776,0.0
2007-01-06 22:00:00,51.11644,0.2,72.64732,0.0
2007-01-06 23:00:00,52.826443,0.0,72.83023,0.0
2007-01-07 00:00:00,52.664444,0.4,77.25469,0.0
2007-01-07 01:00:00,51.87244,1.0,84.2542,0.0
2007-01-07 02:00:00,51.49444,0.6,86.49724,0.0
2007-01-07 03:00:00,51.18844,0.1,87.485886,0.0
2007-01-07 04:00:00,50.93644,0.1,87.889786,0.0
2007-01-07 05:00:00,50.612442,0.0,87.215355,0.0
2007-01-07 06:00:00,49.388443,0.0,89.01639,0.0
2007-01-07 07:00:00,48.56044,0.0,90.700584,0.0
2007-01-07 08:00:00,48.110443,0.0,91.2428,0.0
2007-01-07 09:00:00,47.42644,0.0,91.15107,6.226937
2007-01-07 10:00:00,48.03844,0.0,89.8089,10.30303
2007-01-07 11:00:00,48.758442,0.0,86.630135,9.090908
2007-01-07 12:00:00,49.31644,0.0,83.67407,12.727271
2007-01-07 13:00:00,49.46044,0.0,81.6302,19.393942
2007-01-07 14:00:00,49.820442,0.0,79.43114,27.878788
2007-01-07 15:00:00,49.92844,0.0,78.23885,41.21212
2007-01-07 16:00:00,48.81244,0.0,80.73458,43.0303
2007-01-07 17:00:00,47.03044,0.0,83.97649,40.67559
2007-01-07 18:00:00,46.41844,0.0,84.1089,0.0
2007-01-07 19:00:00,45.104443,0.0,89.16646,0.0
2007-01-07 20:00:00,45.44644,0.0,88.936,0.0
2007-01-07 21:00:00,45.66244,0.0,89.31954,0.0
2007-01-07 22:00:00,44.87044,0.0,89.96697,0.0
2007-01-07 23:00:00,46.31044,0.0,89.414474,0.0
2007-01-08 00:00:00,46.56244,0.0,88.809456,0.0
2007-01-08 01:00:00,45.87844,0.0,89.579216,0.0
2007-01-08 02:00:00,45.374443,0.0,90.17958,0.0
2007-01-08 03:00:00,45.410442,0.0,91.25351,0.0
2007-01-08 04:00:00,46.166443,0.0,88.48064,0.0
2007-01-08 05:00:00,46.742443,0.0,85.84836,0.0
2007-01-08 06:00:00,47.51644,0.0,83.0235,0.0
2007-01-08 07:00:00,48.164444,0.0,81.019,0.0
2007-01-08 08:00:00,49.17244,0.0,79.3201,0.0
2007-01-08 09:00:00,49.92844,0.0,78.89226,12.095454
2007-01-08 10:00:00,50.19844,0.0,79.57353,19.999998
2007-01-08 11:00:00,50.720444,0.9,78.25586,2.4242413
2007-01-08 12:00:00,51.008442,0.4,78.44383,12.121214
2007-01-08 13:00:00,51.53044,0.1,79.52242,12.727271
2007-01-08 14:00:00,52.05244,0.0,79.45757,12.121214
2007-01-08 15:00:00,52.124443,0.0,78.43473,22.424244
2007-01-08 16:00:00,52.14244,0.0,76.94146,10.30303
2007-01-08 17:00:00,51.56644,0.0,78.547325,29.234009
2007-01-08 18:00:00,50.55844,0.0,82.11016,0.0
2007-01-08 19:00:00,50.73844,0.4,80.946655,0.0
2007-01-08 20:00:00,51.04444,0.0,79.865074,0.0
2007-01-08 21:00:00,51.386444,0.0,79.073875,0.0
2007-01-08 22:00:00,51.18844,0.2,79.767334,0.0
2007-01-08 23:00:00,50.88244,0.2,79.41252,0.0
2007-01-09 00:00:00,50.95444,0.0,79.47342,0.0
2007-01-09 01:00:00,51.08044,0.0,80.143326,0.0
2007-01-09 02:00:00,51.386444,0.0,82.004265,0.0
2007-01-09 03:00:00,51.692444,0.0,84.242,0.0
2007-01-09 04:00:00,51.90844,0.2,84.544075,0.0
2007-01-09 05:00:00,52.16044,0.3,85.253555,0.0
2007-01-09 06:00:00,52.14244,0.3,88.07381,0.0
2007-01-09 07:00:00,52.64644,0.1,88.57756,0.0
2007-01-09 08:00:00,53.07844,0.2,89.13802,0.0
2007-01-09 09:00:00,53.29444,0.0,88.55064,6.316499
2007-01-09 10:00:00,53.31244,0.0,87.77973,2.4242413
2007-01-09 11:00:00,53.276443,0.0,88.19272,5.454544
2007-01-09 12:00:00,54.73444,0.0,85.64497,4.8484864
2007-01-09 13:00:00,54.66244,0.0,85.58308,10.30303
2007-01-09 14:00:00,54.82444,0.0,82.87376,24.848484
2007-01-09 15:00:00,54.82444,0.0,82.372444,30.303032
2007-01-09 16:00:00,54.66244,0.0,81.530525,34.545456
2007-01-09 17:00:00,54.10444,0.0,83.10264,35.18148
2007-01-09 18:00:00,53.72644,0.0,83.753136,0.0
2007-01-09 19:00:00,53.29444,0.0,84.63555,0.0
2007-01-09 20:00:00,52.39444,0.0,84.57631,0.0
2007-01-09 21:00:00,51.36844,0.0,84.91276,0.0
2007-01-09 22:00:00,50.27044,0.0,84.78235,0.0
2007-01-09 23:00:00,50.28844,0.0,86.78061,0.0
2007-01-10 00:00:00,49.24444,0.0,87.25652,0.0
2007-01-10 01:00:00,48.09244,0.0,88.70572,0.0
2007-01-10 02:00:00,47.73244,0.0,89.300545,0.0
2007-01-10 03:00:00,47.80444,0.0,90.23144,0.0
2007-01-10 04:00:00,47.55244,0.0,90.90583,0.0
2007-01-10 05:00:00,46.508442,0.0,91.87028,0.0
2007-01-10 06:00:00,45.30244,0.0,92.78236,0.0
2007-01-10 07:00:00,45.17644,0.0,92.520386,0.0
2007-01-10 08:00:00,44.56444,0.0,92.561325,0.0
2007-01-10 09:00:00,44.582443,0.0,92.43321,37.258923
2007-01-10 10:00:00,46.958443,0.0,89.13812,47.63636
2007-01-10 11:00:00,49.64044,0.0,88.7252,44.545456
2007-01-10 12:00:00,51.89044,0.0,85.06249,55.151512
2007-01-10 13:00:00,54.48244,0.0,79.445496,51.51515
2007-01-10 14:00:00,56.39044,0.0,74.15373,46.666668
2007-01-10 15:00:00,57.07444,0.0,69.634094,39.39394
2007-01-10 16:00:00,56.89444,0.0,63.589844,25.454548
2007-01-10 17:00:00,56.69644,0.0,60.474503,3.0303025
2007-01-10 18:00:00,57.09244,0.0,59.32351,0.07323232
2007-01-10 19:00:00,56.67844,0.0,61.35921,0.0
2007-01-10 20:00:00,55.90444,0.0,63.768925,0.0
2007-01-10 21:00:00,55.958443,0.0,63.90846,0.0
2007-01-10 22:00:00,56.15644,0.0,64.868004,0.0
2007-01-10 23:00:00,55.07644,0.4,71.582504,0.0
2007-01-11 00:00:00,53.49244,0.8,77.80761,0.0
2007-01-11 01:00:00,52.124443,0.8,81.445915,0.0
2007-01-11 02:00:00,50.972443,0.4,83.04787,0.0
2007-01-11 03:00:00,50.14444,0.2,82.87346,0.0
2007-01-11 04:00:00,48.95644,0.0,84.987015,0.0
2007-01-11 05:00:00,47.94844,0.0,84.919815,0.0
2007-01-11 06:00:00,47.01244,0.0,85.6273,0.0
2007-01-11 07:00:00,46.832443,0.0,84.31428,0.0
2007-01-11 08:00:00,47.01244,0.0,86.04476,0.0
2007-01-11 09:00:00,47.876442,0.0,86.09912,6.424917
2007-01-11 10:00:00,48.776443,0.0,81.916435,22.424244
2007-01-11 11:00:00,50.126442,0.0,75.955826,21.212122
2007-01-11 12:00:00,51.24244,0.0,70.2707,29.09091
2007-01-11 13:00:00,52.05244,0.0,62.155685,30.90909
2007-01-11 14:00:00,52.57444,0.0,57.772938,26.666664
2007-01-11 15:00:00,52.46644,0.0,56.175716,22.424244
2007-01-11 16:00:00,52.10644,0.0,55.523537,27.878788
2007-01-11 17:00:00,51.800438,0.0,55.31868,3.0303025
2007-01-11 18:00:00,52.01644,0.0,55.19308,0.20353538
2007-01-11 19:00:00,52.376442,0.0,56.082207,0.0
2007-01-11 20:00:00,52.10644,0.0,59.74878,0.0
2007-01-11 21:00:00,52.08844,0.2,62.689026,0.0
2007-01-11 22:00:00,51.47644,0.6,67.0794,0.0
2007-01-11 23:00:00,50.68444,0.7,74.08185,0.0
2007-01-12 00:00:00,50.792442,0.4,74.1961,0.0
2007-01-12 01:00:00,50.612442,0.5,77.86835,0.0
2007-01-12 02:00:00,50.612442,0.7,79.994064,0.0
2007-01-12 03:00:00,50.05444,0.4,84.3036,0.0
2007-01-12 04:00:00,49.15444,0.3,84.12568,0.0
2007-01-12 05:00:00,48.272438,0.3,84.648155,0.0
2007-01-12 06:00:00,47.91244,0.0,80.0999,0.0
2007-01-12 07:00:00,46.958443,0.0,80.41212,0.0
2007-01-12 08:00:00,46.58044,0.0,81.17321,0.0
2007-01-12 09:00:00,46.31044,0.0,81.26511,13.0101
2007-01-12 10:00:00,47.192444,0.0,79.59161,11.515152
2007-01-12 11:00:00,47.58844,0.0,76.8308,7.878789
2007-01-12 12:00:00,48.43444,0.0,72.35533,17.575756
2007-01-12 13:00:00,49.15444,0.0,70.12784,9.696969
2007-01-12 14:00:00,49.10044,0.0,72.12378,0.0
2007-01-12 15:00:00,49.62244,0.0,70.72701,6.666666
2007-01-12 16:00:00,49.694443,0.0,70.0919,31.51515
2007-01-12 17:00:00,49.442444,0.0,70.855736,35.151512
2007-01-12 18:00:00,48.48844,0.0,75.212715,2.026936
2007-01-12 19:00:00,48.63244,0.0,75.49118,0.0
2007-01-12 20:00:00,47.750443,0.0,76.20174,0.0
2007-01-12 21:00:00,46.67044,0.0,77.2306,0.0
2007-01-12 22:00:00,46.472443,0.0,75.96822,0.0
2007-01-12 23:00:00,47.94844,0.0,73.89966,0.0
2007-01-13 00:00:00,48.38044,0.0,72.70703,0.0
2007-01-13 01:00:00,48.290443,0.0,73.93567,0.0
2007-01-13 02:00:00,48.326443,0.0,75.03819,0.0
2007-01-13 03:00:00,48.93844,0.0,76.90605,0.0
2007-01-13 04:00:00,48.65044,0.0,79.77284,0.0
2007-01-13 05:00:00,48.38044,0.0,82.39877,0.0
2007-01-13 06:00:00,48.25444,0.0,84.41288,0.0
2007-01-13 07:00:00,47.80444,0.0,86.63236,0.0
2007-01-13 08:00:00,46.09444,0.1,89.7767,0.0
2007-01-13 09:00:00,46.92244,0.0,89.38331,3.2925932
2007-01-13 10:00:00,48.95644,0.0,87.00034,7.2727275
2007-01-13 11:00:00,50.63044,0.0,81.83389,7.878789
2007-01-13 12:00:00,51.85444,0.0,79.44077,7.878789
2007-01-13 13:00:00,52.80844,0.0,78.38757,11.515152
2007-01-13 14:00:00,53.42044,0.0,75.75216,24.242424
2007-01-13 15:00:00,53.69044,0.0,73.67738,31.51515
2007-01-13 16:00:00,52.21444,0.0,77.85252,34.545456
2007-01-13 17:00:00,50.486443,0.0,79.48826,36.36364
2007-01-13 18:00:00,47.10244,0.0,85.09918,3.2537038
2007-01-13 19:00:00,44.94244,0.0,89.09581,0.0
2007-01-13 20:00:00,44.276443,0.0,89.749275,0.0
2007-01-13 21:00:00,43.80844,0.0,90.67396,0.0
2007-01-13 22:00:00,43.952442,0.0,90.11103,0.0
2007-01-13 23:00:00,44.51044,0.0,90.83314,0.0
2007-01-14 00:00:00,45.30244,0.0,90.67955,0.0
2007-01-14 01:00:00,45.46444,0.0,91.70051,0.0
2007-01-14 02:00:00,46.616444,0.0,88.62776,0.0
2007-01-14 03:00:00,47.82244,0.0,86.21497,0.0
2007-01-14 04:00:00,48.43444,0.0,86.07451,0.0
2007-01-14 05:00:00,48.21844,0.0,87.74,0.0
2007-01-14 06:00:00,48.14644,0.0,89.13704,0.0
2007-01-14 07:00:00,48.25444,0.0,89.38806,0.0
2007-01-14 08:00:00,48.362442,0.0,88.293526,0.0
2007-01-14 09:00:00,47.98444,0.0,88.090706,0.0
2007-01-14 10:00:00,48.416443,0.0,87.4494,0.0
2007-01-14 11:00:00,49.748444,0.0,87.40504,6.060605
2007-01-14 12:00:00,51.89044,0.0,82.15474,33.939392
2007-01-14 13:00:00,52.41244,0.0,80.143364,33.939392
2007-01-14 14:00:00,53.31244,0.0,74.50415,30.303032
2007-01-14 15:00:00,53.29444,0.0,70.407005,40.606064
2007-01-14 16:00:00,52.430443,0.0,76.02152,44.545456
2007-01-14 17:00:00,51.13444,0.0,72.69983,45.272724
2007-01-14 18:00:00,48.43444,0.0,79.75436,4.818687
2007-01-14 19:00:00,45.230442,0.0,86.29265,0.0
2007-01-14 20:00:00,43.71844,0.0,88.09791,0.0
2007-01-14 21:00:00,41.57644,0.0,90.50447,0.0
2007-01-14 22:00:00,39.236443,0.0,93.80774,0.0
2007-01-14 23:00:00,37.58044,0.0,95.58022,0.0
2007-01-15 00:00:00,36.590443,0.0,96.58744,0.0
2007-01-15 01:00:00,36.320442,0.0,96.44182,0.0
2007-01-15 02:00:00,36.21244,0.0,96.926125,0.0
2007-01-15 03:00:00,35.888443,0.0,97.19815,0.0
2007-01-15 04:00:00,35.65444,0.0,98.17849,0.0
2007-01-15 05:00:00,35.834442,0.0,96.98702,0.0
2007-01-15 06:00:00,35.76244,0.0,96.35784,0.0
2007-01-15 07:00:00,36.75244,0.0,93.98763,0.0
2007-01-15 08:00:00,36.77044,0.0,94.531204,0.0
2007-01-15 09:00:00,37.00444,0.0,93.25543,30.343939
2007-01-15 10:00:00,38.03044,0.0,91.702644,41.21212
2007-01-15 11:00:00,39.47044,0.0,87.03423,18.78788
2007-01-15 12:00:00,40.46044,0.0,83.79289,18.18182
2007-01-15 13:00:00,42.24244,0.0,83.15211,13.939394
2007-01-15 14:00:00,43.01644,0.0,82.62219,31.51515
2007-01-15 15:00:00,43.21444,0.0,81.4137,42.424244
2007-01-15 16:00:00,42.278442,0.0,85.61538,50.909096
2007-01-15 17:00:00,38.354443,0.0,90.93104,52.727272
2007-01-15 18:00:00,37.25644,0.0,92.997284,5.151515
2007-01-15 19:00:00,37.652443,0.0,92.946304,0.0
2007-01-15 20:00:00,37.94044,0.0,93.224884,0.0
2007-01-15 21:00:00,37.90444,0.0,94.366165,0.0
2007-01-15 22:00:00,37.994442,0.0,94.707504,0.0
2007-01-15 23:00:00,38.876442,0.0,92.20093,0.0
2007-01-16 00:00:00,38.94844,0.0,92.99771,0.0
2007-01-16 01:00:00,38.51644,0.0,93.180435,0.0
2007-01-16 02:00:00,38.714443,0.0,93.25468,0.0
2007-01-16 03:00:00,38.444443,0.0,93.98061,0.0
2007-01-16 04:00:00,38.30044,0.0,94.7851,0.0
2007-01-16 05:00:00,37.76044,0.0,95.243965,0.0
2007-01-16 06:00:00,37.05844,0.0,96.04637,0.0
2007-01-16 07:00:00,37.112442,0.0,96.60038,0.0
2007-01-16 08:00:00,37.562443,0.0,96.61139,0.0
2007-01-16 09:00:00,38.60644,0.0,95.88241,3.9084184
2007-01-16 10:00:00,39.542442,0.0,93.95215,4.242425
2007-01-16 11:00:00,39.758442,0.0,97.0062,0.0
2007-01-16 12:00:00,42.026443,0.0,97.18972,13.333332
2007-01-16 13:00:00,44.222443,0.0,93.39053,26.060608
2007-01-16 14:00:00,46.166443,0.0,87.44074,23.636362
2007-01-16 15:00:00,46.958443,0.0,85.802536,18.78788
2007-01-16 16:00:00,46.79644,0.0,86.21072,9.696969
2007-01-16 17:00:00,45.14044,0.0,88.91985,10.909091
2007-01-16 18:00:00,44.76244,0.0,88.899796,0.8299662
2007-01-16 19:00:00,43.98844,0.0,90.36551,0.0
2007-01-16 20:00:00,44.06044,0.0,89.61284,0.0
2007-01-16 21:00:00,44.65444,0.0,87.78127,0.0
2007-01-16 22:00:00,44.85244,0.0,86.693054,0.0
2007-01-16 23:00:00,44.582443,0.0,89.827286,0.0
2007-01-17 00:00:00,45.24844,0.0,87.87674,0.0
2007-01-17 01:00:00,45.42844,0.0,87.94834,0.0
2007-01-17 02:00:00,46.67044,0.0,85.78402,0.0
2007-01-17 03:00:00,46.90444,0.0,86.39734,0.0
2007-01-17 04:00:00,47.80444,0.0,86.57246,0.0
2007-01-17 05:00:00,48.61444,0.0,86.08573,0.0
2007-01-17 06:00:00,48.758442,0.0,86.809265,0.0
2007-01-17 07:00:00,48.50644,0.0,87.15388,0.0
2007-01-17 08:00:00,48.39844,0.0,87.38813,0.0
2007-01-17 09:00:00,48.542442,0.0,86.97603,14.888889
2007-01-17 10:00:00,49.388443,0.0,85.308586,25.454548
2007-01-17 11:00:00,50.180443,0.0,82.819115,9.090908
2007-01-17 12:00:00,51.08044,0.0,81.36431,2.4242413
2007-01-17 13:00:00,51.638443,0.0,80.68601,6.060605
2007-01-17 14:00:00,52.23244,0.0,79.20102,15.151516
2007-01-17 15:00:00,52.98844,0.0,75.295395,6.666666
2007-01-17 16:00:00,52.826443,0.0,73.13249,27.878788
2007-01-17 17:00:00,52.664444,0.0,72.76271,30.90909
2007-01-17 18:00:00,52.98844,0.0,70.567535,4.7680135
2007-01-17 19:00:00,53.54644,0.0,67.10025,0.0
2007-01-17 20:00:00,53.67244,0.0,65.31912,0.0
2007-01-17 21:00:00,53.72644,0.0,64.55634,0.0
2007-01-17 22:00:00,53.60044,0.0,63.86738,0.0
2007-01-17 23:00:00,53.20444,0.0,67.15167,0.0
2007-01-18 00:00:00,53.708443,0.0,65.41478,0.0
2007-01-18 01:00:00,54.12244,0.0,62.174343,0.0
2007-01-18 02:00:00,54.69844,0.0,60.32434,0.0
2007-01-18 03:00:00,54.806442,0.0,61.66123,0.0
2007-01-18 04:00:00,54.78844,0.0,65.279396,0.0
2007-01-18 05:00:00,54.53644,0.1,70.1598,0.0
2007-01-18 06:00:00,53.636444,0.5,76.97469,0.0
2007-01-18 07:00:00,53.06044,0.5,80.141815,0.0
2007-01-18 08:00:00,53.61844,0.7,78.13822,0.0
2007-01-18 09:00:00,54.248444,0.3,75.83189,1.5121198
2007-01-18 10:00:00,54.914444,0.1,72.00764,1.2121224
2007-01-18 11:00:00,54.374443,0.4,76.78071,0.0
2007-01-18 12:00:00,54.57244,0.9,77.58693,0.0
2007-01-18 13:00:00,54.64444,0.6,77.43529,1.2121224
2007-01-18 14:00:00,55.97644,0.1,70.998314,1.2121224
2007-01-18 15:00:00,56.71444,0.1,67.6695,0.6060612
2007-01-18 16:00:00,56.300438,0.3,69.49837,1.2121224
2007-01-18 17:00:00,55.040443,0.4,76.42564,0.0
2007-01-18 18:00:00,54.53644,0.4,80.42512,0.0
2007-01-18 19:00:00,54.986443,0.2,77.72952,0.0
2007-01-18 20:00:00,55.292442,0.2,77.441185,0.0
2007-01-18 21:00:00,55.83244,0.1,78.17372,0.0
2007-01-18 22:00:00,56.39044,0.3,78.380615,0.0
2007-01-18 23:00:00,56.78644,0.3,78.204025,0.0
2007-01-19 00:00:00,56.930443,0.4,78.32176,0.0
2007-01-19 01:00:00,56.69644,0.5,79.78933,0.0
2007-01-19 02:00:00,56.264442,0.5,82.31128,0.0
2007-01-19 03:00:00,56.06644,0.3,83.57527,0.0
2007-01-19 04:00:00,56.300438,0.3,83.92723,0.0
2007-01-19 05:00:00,56.37244,0.2,83.988144,0.0
2007-01-19 06:00:00,56.318443,0.2,83.92844,0.0
2007-01-19 07:00:00,56.300438,0.2,82.7008,0.0
2007-01-19 08:00:00,56.10244,0.2,81.85896,0.0
2007-01-19 09:00:00,55.90444,0.2,81.734344,0.0
2007-01-19 10:00:00,56.10244,0.1,80.60392,0.0
2007-01-19 11:00:00,56.64244,0.1,79.25065,10.30303
